1015002,23.0,5.0,1.0,13.0,1.0,1.0,20.0,6.0,6.0,8.0
1015004,12.11111111111111,4.222222222222222,2.111111111111111,8.666666666666666,1.6666666666666667,3.0,9.0,3.6666666666666665,4.111111111111111,7.555555555555555
1015005,6.714285714285714,3.142857142857143,1.2857142857142858,2.7142857142857144,0.8571428571428571,2.0,4.0,2.4285714285714284,2.4285714285714284,4.428571428571429
1015010,8.9,5.7,2.6,2.5,2.8,3.7,6.3,5.5,1.6,3.1
1015012,7.222222222222222,4.444444444444445,1.6666666666666667,3.7777777777777777,2.2222222222222223,1.5555555555555556,4.0,2.5555555555555554,1.7777777777777777,3.3333333333333335
1015018,11.555555555555555,4.777777777777778,2.0,5.111111111111111,1.2222222222222223,2.6666666666666665,6.666666666666667,4.111111111111111,2.7777777777777777,5.777777777777778
1015020,8.2,13.8,8.4,10.0,3.6,9.8,6.0,8.4,3.2,7.6
1015021,9.88888888888889,9.777777777777779,6.444444444444445,2.888888888888889,5.444444444444445,7.666666666666667,5.333333333333333,7.0,1.8888888888888888,3.4444444444444446
1015022,10.25,7.375,2.5,6.75,2.125,3.875,7.625,5.0,3.25,4.75
1015023,15.3,6.2,2.7,8.1,2.7,3.9,9.7,4.1,3.3,7.9
1015024,8.5,12.75,8.125,4.125,6.875,10.0,4.25,9.375,1.875,5.5
1015029,6.0,7.0,1.0,10.0,0.0,1.0,5.0,4.0,5.0,4.0
1015031,11.0,10.75,3.875,6.25,3.125,6.25,7.375,5.875,3.0,6.125
1015032,8.0,7.0,6.0,10.0,5.5,5.5,7.5,7.0,6.0,6.0
1015033,11.0,9.6,5.1,5.3,4.9,3.5,8.0,6.6,3.5,3.8
1015034,12.0,8.333333333333334,2.4444444444444446,5.444444444444445,2.0,7.555555555555555,6.222222222222222,7.111111111111111,2.6666666666666665,6.222222222222222
1015039,2.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.0,1.6666666666666667
1015047,13.2,7.2,3.0,3.4,1.8,5.8,8.4,6.0,2.2,9.4
1015051,32.0,17.0,11.0,10.0,13.0,7.0,23.0,3.0,4.0,15.0
1015054,17.11111111111111,3.6666666666666665,2.5555555555555554,11.777777777777779,2.4444444444444446,3.6666666666666665,13.88888888888889,3.3333333333333335,4.666666666666667,9.88888888888889
1015058,0.5555555555555556,2.6666666666666665,2.5555555555555554,0.2222222222222222,2.2222222222222223,2.4444444444444446,0.1111111111111111,2.111111111111111,0.1111111111111111,0.3333333333333333
1015059,9.333333333333334,8.333333333333334,3.6666666666666665,4.333333333333333,2.3333333333333335,4.0,7.833333333333333,4.166666666666667,2.5,3.8333333333333335
1015060,10.4,2.0,1.8,7.8,0.8,3.0,5.8,0.8,6.6,4.6
1015062,16.4,19.2,7.4,9.8,5.2,12.7,7.6,7.5,4.5,9.2
1015064,28.555555555555557,34.44444444444444,22.88888888888889,17.666666666666668,14.11111111111111,22.11111111111111,12.0,15.555555555555555,9.444444444444445,18.77777777777778
1015068,14.5,36.5,15.5,9.0,13.5,23.5,6.5,22.5,4.0,7.5
1015071,12.8,4.8,2.1,6.3,2.6,4.0,8.1,3.2,2.7,6.1
1015073,13.0,11.0,6.0,7.0,7.0,2.0,13.0,8.0,0.0,6.0
1015086,8.125,2.875,1.0,4.125,0.625,3.25,6.75,2.375,1.875,3.25
1015089,21.0,6.0,1.0,4.0,0.0,0.0,20.0,2.0,0.0,22.0
1015105,15.625,9.5,4.0,8.125,6.0,1.625,11.0,6.0,2.875,7.875
1015109,15.4,9.8,5.1,7.0,4.3,8.5,12.4,8.2,4.2,7.9
1015116,7.9,8.0,3.4,4.9,2.9,3.5,5.2,4.0,1.7,3.8
1015118,8.5,7.5,1.0,2.0,0.5,3.0,0.5,10.0,0.5,2.0
1015120,32.4,44.9,19.4,22.0,10.5,24.7,18.2,22.5,11.2,18.8
1015122,13.2,17.9,7.0,9.3,5.8,11.3,6.8,12.7,4.9,9.3
1015123,16.0,2.6666666666666665,1.5,8.0,0.8333333333333334,3.3333333333333335,12.833333333333334,2.8333333333333335,4.5,7.333333333333333
1015124,11.0,27.666666666666668,16.666666666666668,8.333333333333334,3.3333333333333335,5.0,6.333333333333333,8.0,1.0,7.333333333333333
1015127,15.5,14.0,8.0,8.5,9.0,3.5,14.0,7.5,7.5,6.5
1015128,10.6,9.2,5.8,4.0,3.2,4.0,5.6,6.8,5.2,5.0
1015131,15.666666666666666,8.0,3.5,6.666666666666667,2.3333333333333335,5.333333333333333,11.5,4.5,2.1666666666666665,6.166666666666667
1015132,18.333333333333332,16.0,7.333333333333333,6.0,2.0,6.333333333333333,6.333333333333333,3.3333333333333335,3.0,10.0
1015140,7.25,17.5,8.5,4.25,5.0,15.25,1.75,7.0,2.0,3.75
1015149,17.5,9.0,2.0,13.0,0.5,7.5,13.0,2.5,3.0,14.5
1015150,14.4,10.6,6.0,6.6,2.8,6.9,11.3,5.9,3.5,5.7
1015151,15.2,8.1,3.6,7.1,2.3,4.9,12.4,4.5,3.7,7.3
1015152,12.5,10.625,6.0,7.5,3.25,7.75,6.5,9.375,4.25,6.625
1015154,20.5,3.5,2.5,8.0,2.5,2.5,17.5,3.0,5.0,8.0
1015160,10.1,8.9,4.2,5.8,4.8,5.4,4.9,5.2,3.4,6.0
1015161,14.333333333333334,19.555555555555557,5.0,15.222222222222221,3.888888888888889,11.555555555555555,8.88888888888889,12.444444444444445,4.333333333333333,6.777777777777778
1015163,8.333333333333334,4.333333333333333,1.0,5.0,1.0,3.6666666666666665,6.666666666666667,2.0,0.6666666666666666,5.0
1015165,66.0,4.0,2.0,3.0,1.0,3.0,39.0,4.0,4.0,17.0
1015167,6.0,6.0,2.0,0.0,3.0,2.0,3.0,3.0,2.0,1.0
1015170,4.0,12.0,4.0,3.0,1.0,7.0,3.0,10.0,2.0,1.0
1015174,7.7,4.5,2.0,4.6,1.3,2.6,3.6,2.7,1.9,2.9
1015178,15.5,11.5,7.5,14.5,5.5,10.0,10.5,8.0,1.5,11.5
1015179,19.5,12.9,7.5,12.3,4.0,7.7,11.8,7.0,7.4,10.3
1015180,12.0,0.0,0.0,8.0,0.0,0.0,10.0,0.0,2.0,6.0
1015188,4.0,5.9,3.5,3.1,3.2,4.5,1.7,4.1,1.4,1.8
1015189,16.833333333333332,10.5,5.166666666666667,9.666666666666666,4.5,5.166666666666667,9.333333333333334,5.666666666666667,3.6666666666666665,5.833333333333333
1015191,22.285714285714285,6.857142857142857,2.142857142857143,11.0,3.2857142857142856,9.428571428571429,10.714285714285714,3.142857142857143,2.0,13.428571428571429
1015192,15.0,24.0,10.0,9.0,7.0,10.0,8.0,10.0,8.0,16.0
1015195,18.8,14.4,4.7,6.3,4.4,8.4,15.9,11.2,4.6,4.1
1015196,150.66666666666666,183.66666666666666,109.33333333333333,82.0,96.33333333333333,107.66666666666667,64.66666666666667,81.66666666666667,44.333333333333336,99.33333333333333
1015200,7.7,4.0,1.3,4.1,1.9,2.7,5.4,3.3,1.5,4.2
1015202,11.0,7.333333333333333,3.6666666666666665,6.0,3.888888888888889,3.0,6.555555555555555,3.2222222222222223,3.5555555555555554,7.222222222222222
