1004003,14.0,8.0,5.0,10.0,1.0,7.0,8.0,6.0,4.0,10.0
1004008,13.0,0.0,0.0,6.0,0.0,0.0,11.0,2.0,0.0,5.0
1004017,7.8,8.8,6.0,5.6,4.6,6.2,5.0,5.2,3.8,5.0
1004018,7.8,8.8,6.0,5.6,4.6,6.2,5.0,5.2,3.8,5.0
1004023,16.2,9.2,3.0,4.7,3.8,3.8,10.7,5.8,1.5,5.4
1004030,9.8,10.8,5.0,2.8,3.2,8.8,5.8,8.6,2.0,6.0
1004032,13.4,9.6,2.7,6.8,1.8,4.2,9.4,4.5,2.9,6.3
1004040,9.0,3.0,1.5,2.0,1.5,2.0,2.0,1.0,0.5,1.5
1004042,13.4,12.0,5.2,4.4,5.8,5.5,7.5,5.4,4.8,10.1
1004044,7.5,10.1,5.4,7.1,2.2,5.8,3.3,7.5,2.3,4.7
1004045,7.25,6.25,3.0,4.0,2.25,3.25,4.5,2.75,1.75,5.0
1004046,11.4,8.4,5.0,7.2,2.1,4.9,7.7,5.5,3.7,6.0
1004048,2.0,6.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
1004052,7.142857142857143,4.714285714285714,1.8571428571428572,4.285714285714286,2.142857142857143,2.142857142857143,3.4285714285714284,2.857142857142857,2.2857142857142856,3.7142857142857144
1004053,1.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0
1004054,11.555555555555555,7.777777777777778,2.3333333333333335,2.888888888888889,2.2222222222222223,3.111111111111111,9.666666666666666,5.888888888888889,2.888888888888889,1.8888888888888888
1004057,23.5,23.0,6.5,17.0,7.5,8.0,8.5,14.0,4.0,17.5
1004059,9.75,6.5,2.0,6.5,2.0,2.75,7.0,4.0,3.75,4.25
1004062,21.444444444444443,23.88888888888889,10.0,9.555555555555555,10.666666666666666,14.777777777777779,7.444444444444445,9.88888888888889,7.0,14.777777777777779
1004063,7.333333333333333,3.6666666666666665,0.6666666666666666,4.0,0.6666666666666666,1.0,8.666666666666666,3.0,3.0,3.3333333333333335
1004066,6.875,6.75,3.0,5.125,4.25,4.5,4.375,5.125,3.0,2.75
1004067,7.777777777777778,7.111111111111111,2.7777777777777777,5.0,3.7777777777777777,4.666666666666667,5.0,5.111111111111111,2.6666666666666665,2.888888888888889
1004070,6.666666666666667,5.666666666666667,3.3333333333333335,7.333333333333333,3.6666666666666665,4.333333333333333,3.3333333333333335,4.333333333333333,1.6666666666666667,3.0
1004074,0.5,4.5,2.0,3.0,1.5,3.0,0.5,3.5,1.5,0.5
1004076,12.9,10.8,9.2,5.1,3.5,5.0,8.5,3.9,4.7,4.8
1004077,11.333333333333334,10.222222222222221,9.666666666666666,4.111111111111111,3.7777777777777777,5.111111111111111,7.555555555555555,4.0,4.444444444444445,4.666666666666667
1004078,11.88888888888889,13.88888888888889,7.666666666666667,5.0,5.666666666666667,9.333333333333334,9.444444444444445,9.0,2.111111111111111,5.666666666666667
1004081,12.2,8.0,1.4,2.2,2.4,3.0,6.8,2.8,0.6,6.4
1004083,4.666666666666667,8.166666666666666,2.3333333333333335,4.833333333333333,5.0,4.833333333333333,3.1666666666666665,4.666666666666667,1.0,2.6666666666666665
1004084,12.0,10.4,4.4,10.0,2.9,7.0,8.7,5.8,4.0,7.3
1004086,10.5,9.0,3.625,8.5,2.75,6.75,6.375,7.0,3.75,7.125
1004091,18.0,44.1,27.6,13.2,20.8,26.2,8.9,20.6,9.0,10.9
1004092,5.6,9.2,6.4,3.6,2.4,5.6,2.9,5.0,1.6,2.6
1004095,35.9,54.4,31.0,19.8,21.5,33.0,15.2,23.0,12.1,19.8
1004100,8.88888888888889,10.666666666666666,4.777777777777778,6.555555555555555,2.6666666666666665,6.888888888888889,4.888888888888889,5.222222222222222,2.4444444444444446,6.111111111111111
1004101,9.2,7.8,5.6,6.4,4.2,9.6,6.8,5.4,3.2,3.8
1004106,83.0,15.0,2.0,7.0,0.0,16.0,70.0,24.0,1.0,3.0
1004107,14.666666666666666,5.777777777777778,3.3333333333333335,4.888888888888889,3.0,4.0,10.444444444444445,4.555555555555555,2.888888888888889,5.888888888888889
1004109,24.8,8.0,1.3,10.9,3.3,8.1,15.1,5.3,4.0,16.7
1004116,6.888888888888889,10.11111111111111,5.666666666666667,3.6666666666666665,8.777777777777779,4.666666666666667,4.555555555555555,3.0,1.2222222222222223,3.4444444444444446
